地區,村里碼,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任,編碼,學歷,經歷,政見,unique
南投縣草屯鎮坪頂里,21,鄭福裕,2,男,1954,無黨籍及未經政黨推薦,331,0.4282,0,否,770403212,初中畢,"縣農會代表
鎮農會代表",為民服務,1
南投縣草屯鎮雙冬里,22,曾明正,1,男,1965,無黨籍及未經政黨推薦,640,0.421,0,否,770403221,國中畢業,"雙冬國小家長會長
草屯鎮農會農事小組長","社區治安增設路口監視系統。
關懷並照顧弱勢者。
重視里民意見。
極力爭取地方建設。
加強為民服務品質。",1
南投縣草屯鎮雙冬里,22,洪朝專,2,男,1959,無黨籍及未經政黨推薦,880,0.5789,1,否,770403222,"新民商工高級
職業學校畢業","雙冬國民小學家長委員
會會長。
旭光國民中學家長委員
會會長
草屯國民中學家長委員
會會長。
雙冬社區發展協會理事
長。
雙冬紫雲宮管理委員會
副主委。
雙冬簡易自來水管理委
員會代理主委。
雙冬老人會總幹事。
草屯鎮農會會員代表。
草屯鎮雙冬里第十九屆
里長","里行政資源與社區提案農村再生計畫併進,建構雙冬全盤性發展。
協助本里民生用水之儲存量及飲用水安全設施裝備經費補助。並充實新用水戶需求之儲備。
成立災害情資彙整中心,迅速完整整合災情狀況與訊息呈報中央政府災損估算及整建策略降低農
民損失。
發揮社區環境美化及整潔,提昇生活品質,打造樂活農村。",1
南投縣竹山鎮中正里,2,蘇柏源,1,男,1981,無黨籍及未經政黨推薦,290,0.7142000000000001,1,否,770404021,"私立建國科技大學畢業
國立竹山 高中畢 社區關懷協會社員",包府社區志工,"1.經常關懷弱勢家庭,努力協助解決困境。
2.積極改善社區環境,提升里民生活品質。
3.辦理各項健康促進活動,增進里民身心健康。
4.獎勵社區兒童,敦品勵學。
5.努力經營包府千歲宮,使其成為里民信仰及休閒活動的好地方。
6.專心里政工作,熱誠服務鄉親。",1
南投縣竹山鎮中正里,2,陳英蘭,2,女,1963,無黨籍及未經政黨推薦,116,0.2857,0,否,770404022,國立竹山高中畢 ,社區講師 社區關懷協會社員,"觀光特色商品街
導覽QR碼方便背包族
假日里民活動節日",1
南投縣竹山鎮硘磘里,5,廖崇伯,1,男,1974,無黨籍及未經政黨推薦,628,0.5395,1,否,770404051,"雲林國小
竹山國中
竹山高中
肄業","南投縣廖連應宗祠基金
會現任董事。天興
宮大總理。",延續服務創新、積極來為地方服務,1
南投縣竹山鎮硘磘里,5,林偉嘉,2,男,1976,無黨籍及未經政黨推薦,536,0.4604,0,否,770404052,"康寧大學
企業管理
學研究所
碩士畢業","一、竹山鎮公所15年里
幹事,遊客中心、
鎮長助理。
二、社區8年理事
長。","一、照顧弱勢,愛,顧竹山。
二、連續爭取第二年之全鎮意外險,保障鎮民福利。
三、配合不分區立委,努力爭取中央經費,讓竹山蛻變。",1
南投縣竹山鎮社寮里,16,謝登寶,1,男,1960,無黨籍及未經政黨推薦,355,0.3596,0,否,770404161,社寮國中畢業,"竹山鎮農會代表
雲林農田水利會小組長",照顧老人與弱勢家庭。積極爭取地方建設,1
南投縣竹山鎮社寮里,16,許炳村,2,男,1949,無黨籍及未經政黨推薦,632,0.6403,1,否,770404162,"逢甲工商學院
畢業","1.94年加入社寮里環保義工隊服
務迄今。
2.102年至103年擔任社察里環保
義工隊隊長。
3.現任社察老人會理事長。","1.服務鄉親。
2.建設社寮。",1
南投縣竹山鎮桶頭里,25,祁媛英,1,女,1961,無黨籍及未經政黨推薦,138,0.2338,0,否,770404251,大學畢業,"現任坪頂里里長
竹山慈善會理事
瑞竹派出所警友站站長
瑞竹國中家長會顧問
瑞竹國小家長會顧問
坪頂里玄武宮主任委員","一、推動公共建設爭取經費,馬路平整、路燈明亮、水溝通暢,並於各路口装置
監視器,配合守望相巡遲,加强社的治安,打造安心、安康、安居的社
二、關懷據點設置,老人送餐服務、居家安養、在宅服務,里民共同参與,凝聚
社區共識
三、以「人」為中心,樂活學習,活到老學到老,樂齡學習快樂生活,辦理社區
讀書會,老少共學世代融合,同村共享
四、社區營造,推動在地產業、文化、生態,資源連結並運用,以合作方式與鄰
市(鎮)的社區結盟,活化社區,發展觀光產業",1
南投縣竹山鎮桶頭里,25,黃培基,2,男,1971,無黨籍及未經政黨推薦,452,0.7661,1,否,770404252,"國立中興
高中畢業","南投縣社會服務發展協
會理事長
南投縣中與社會教育學
會理事長
南投縣竹山鎮桶頭社區
發展協會總幹事","一、誠心、用心、盡心服務里民。
二、辦理里民大會及加強鄰長會議召開,傾聽里民聲音,反映民意,解決里民的
問題。
三、持續協助社區照顧關懷據點及C級巷弄長照站業務推動工作,爭取老人社會
福利,關心長輩健康。
四、繼續推展社區環保義工隊清掃及消毒作業,維護社區環境衛生。
五、定期舉辦節慶活動,健康講座及各項技藝研習,以提昇生活品質。
六、三通-水溝要通畅、馬路要通平、路燈要通亮」",1
南投縣竹山鎮秀林里,26,林世明,1,男,1950,無黨籍及未經政黨推薦,158,0.3257,0,否,770404261,"省立竹山
高中","連任七屆竹山鎮民代表
竹山形象商圈主任委員
竹山前山石友會會長","一、誠心、用心、盡心服務里民。
二、辦理里民大會及加強鄰長會議召開,傾聽里民聲音,反映民意,解決里民的
問題。
三、持續協助社區照顧關懷據點及C級巷弄長照站業務推動工作,爭取老人社會
福利,關心長輩健康。
四、繼續推展社區環保義工隊清掃及消毒作業,維護社區環境衛生。
五、定期舉辦節慶活動,健康講座及各項技藝研習,以提昇生活品質。
六、三通-水溝要通畅、馬路要通平、路燈要通亮」",1
南投縣竹山鎮秀林里,26,林坤裕,2,男,1966,無黨籍及未經政黨推薦,327,0.6742,1,否,770404262,"秀林國小 
竹山國中私立明道 
高中肄業 ",第十八屆南投縣農會代表 第十六屆竹山農會代表 第十七屆竹山農會代表理事,"爭取里的建設,為里民服務。",1
南投縣集集鎮玉映里,6,林素玲,1,女,1952,無黨籍及未經政黨推薦,193,0.5273,1,否,770405061,"59年南投高
商畢業
69年台中商
專二年制空
專進修學校
結業
74年嘉義師
專教保人員
進修班結業
(修業一年)","台中企銀水里分行業務員八年
集集鎮托兒所雇員保育員二十三
年
集集鎮公所辦事員十五年(玉映里
等里幹事七年半)","1、善用里幹事任期累積知識、經驗,繼續服務里民,看守里民權
益與福利。
2、一人當選,兩夫妻服務。
3、結合社區內愛村里、環保同好,組成環保志工隊。
4、引進社會各種愛心關懷單位、團體,幫助社區內需要關心居民。
5、廣納各位寶貴意見,大家集思廣議,推廣社區活動。並為地方
進步繁榮,增加就業機會而努力。",1
南投縣集集鎮玉映里,6,范堅圍,2,男,1952,無黨籍及未經政黨推薦,173,0.4726,0,否,770405062,"一、集集國校
畢業
、集集初中
畢業
三、私立復興
商工畢業
四、 空軍機械
學校專修
班42期畢
業
五、國立空中
大學商學
系畢業","一、空軍少中上尉補給官四年
二、集集鎮農會服務四十年,歷
任辦事員、股員、股長、主
任、秘書等職
現任:長安寺佛祖廟委員、總務。","一、配合辦理高齡、獨居、弱勢及身障等照護。
二、改善社區環境衛生,維護居民健康,提生活品質。",1
南投縣名間鄉萬丹村,9,陳錦煌,1,男,1962,無黨籍及未經政黨推薦,223,0.342,0,否,770406091,"國立東勢高
工","現任萬丹社區發展協會4、5、6、7
屆理事
現任萬丹順天宮理事兼會計8年
現任萬丹後備軍人輔導幹部","一、主動積極爭取地方建設,促進村發展
二、關懷照顧弱勢族群
三、落實長照2.0,共創美滿生活",1
南投縣名間鄉萬丹村,9,陳文根,2,男,1957,無黨籍及未經政黨推薦,429,0.6579,1,否,770406092,"名間國中畢
業","名間鄉農會農事小組長
名間鄉農會代表十三、十四屆
名間鄉萬丹村長十四、十七屆
萬丹村順天宮總務委員","一、改善社區環境整潔。
二、爭取村內社區公共建設。
三、關懷老人福利。
四、做好村民付工作為理想。",1
南投縣名間鄉竹圍村,14,黃啓樑,1,男,1973,無黨籍及未經政黨推薦,454,0.621,1,否,770406141,"達德高級
商工畢業","弓鞋國小家長會委員
赤水派出所警友會顧問
竹圍村守望相助隊隊長","1.爭取經費,加強地方建設。
2.配合社區建設,美化生活環境。
3.加強警勤巡邏,維護地方安定。
4.爭取設立才藝班,提供村民求知環境。
5.淨化村內道路,維護清潔環境。",1
南投縣名間鄉竹圍村,14,陳俊基,2,男,1971,無黨籍及未經政黨推薦,277,0.3789,0,否,770406142,"名崗國小
草屯國中
南投高中","竹興宮委員兼總務(現任)
社區發展協會第七屆理事
(現任)
竹圍社區守望相助隊副隊長
竹圍社區守望相助隊幹事","1.積極替村內各個義工團體爭取福利。
2.主動提供各項補助資訊,並積極協助村民辦理。
3.隨時掌握路燈運作情況及水溝疏通情況。
4.結合社區發展協會,營造社區新樣貌。",1
南投縣鹿谷鄉鹿谷村,1,劉振興,1,男,1955,中國國民黨,543,0.4432,0,否,770407011,"鹿谷國小
竹山初中
義峰高中","一、凍頂合作社第九屆理事
二、凍頂合作社第十屆理事主席
三、鹿谷鄉農會第十六屆監事
四、鹿谷鄉農會第十七、十八屆
理事","1、定期清洗水溝,減緩蚊蟲孳生。
2、維持社區整,減緩雜草叢生。
3、配合鄉公所,定期修補巷弄街道路面。
4、替鹿谷村多謀取經費,做公共建設。",1
南投縣鹿谷鄉鹿谷村,1,劉御常,2,男,1949,中國國民黨,682,0.5567,1,否,770407012,初中畢業,"一、鹿谷郵局退休。
二、鹿谷鄉調解委員會委員。
三、鹿谷義警分隊分隊長。
四、鹿谷分駐所警友站顧問。
五、鹿谷民眾服務社理事。
六、鹿谷祝生廟總幹事。
七、鹿谷國民小學晨光故事志工
八、鹿谷衛生所志工。","一、專業服務(24小時、全天候)。
二、全心做民眾與政府各機關團體溝通橋,關懷高齡及弱勢。",1
南投縣鹿谷鄉初鄉村,2,錢芳照,1,男,1959,無黨籍及未經政黨推薦,604,0.6397999999999999,1,否,770407021,"致用商工
鹿谷國中
初鄉國小","一、鹿谷郵局退休。
二、鹿谷鄉調解委員會委員。
三、鹿谷義警分隊分隊長。
四、鹿谷分駐所警友站顧問。
五、鹿谷民眾服務社理事。
六、鹿谷祝生廟總幹事。
七、鹿谷國民小學晨光故事志工
八、鹿谷衛生所志工。","一、聽取村民聲音,反映民意,維護權益解決問題
二、協助獨居老人及弱勢團體爭取權益。
三、成為政府與村民之間溝通橋。",1
南投縣鹿谷鄉初鄉村,2,李光曜,2,男,1971,無黨籍及未經政黨推薦,340,0.3601,0,否,770407022,"宜寧中學
電子科","亞洲大學休閒遊憩暨管理學系
肄業,政治大學農業科技跨領
域人才培訓專業進修班,南開
科技大學民生學院福祉科技與
服務管理系碩士班,南投縣鹿
谷鄉初鄉社區發展協會理事長
,南投縣新聞業職業工會理事
,台灣農業跨領域發展協會理
事,行政院環保署環境教育人
員,南投縣社區規劃師,南投
縣體育會監事",村里營造、為地方服務,1
南投縣鹿谷鄉永隆村,10,何垔墩,1,男,1951,無黨籍及未經政黨推薦,693,0.5755,1,否,770407101,鳳凰國小畢業 ,"鹿谷鄉農會第14屆小組長
鹿谷鄉農會第15屆代表",肯骨力、熱心、服務。,1
南投縣鹿谷鄉永隆村,10,蘇庚申,2,男,1957,中國國民黨,511,0.4244,0,否,770407102,南亞工專,"南投縣鹿谷鄉永隆社區發展協
會第五、六屆社區理事長","熱心服務,爭取建設。",1
南投縣中寮鄉龍岩村,14,邱錦賢,1,男,1943,無黨籍及未經政黨推薦,265,0.5321,1,否,770408141,"1.爽文國小
畢業。","1.法務部中部辦公處員工。
2.中寮鄉龍岩村第十七屆村長。
3.中寮鄉爽文義消顧問
4.中寮鄉爽文文山宮常務監事","1.做好村里與鄉公所之溝通橋,隨時反映民意。
2.村內路燈、排水溝、道路等工程,隨時巡視反映。
3.加強村內守望相助工作。
4.對新住民、殘障、老人、弱勢者加強關心照顧,以
建立祥和社會。
5.爭取經費建設地方並於節日辦理文康活動以娛樂鄉
親",1
南投縣中寮鄉龍岩村,14,鐘學川,2,男,1953,無黨籍及未經政黨推薦,233,0.4678,0,否,770408142,光華高工,第十四、十五屆鄉民代表,"認真爭取建設,用心服務。",1
南投縣魚池鄉東池村,1,王水任,1,男,1945,無黨籍及未經政黨推薦,362,0.3243,0,否,770409011,魚池國小畢,"魚池鄉農會理事、
會員代表","新村長、新服務
共同創造東池村新光景。",1
南投縣魚池鄉東池村,1,王百祿,2,男,1953,無黨籍及未經政黨推薦,754,0.6756,1,否,770409012,省立埔里高農,"國蘭產銷班班長二屆。
魚池義消隊隊員。
義消第2中隊幹事。","1.照顧弱勢盡力提供服務。
2.關懷低收入戶及中低收入戶。
3.爭取地方建設為村民謀福利。",1
南投縣魚池鄉東光村,6,練祥榮,1,男,1966,無黨籍及未經政黨推薦,313,0.3489,0,否,770409061,"東光國小
埔里大成國中","魚池國小100年度家長委員
南投縣日月潭區漁會第九屆會
員代表 
南投縣日月潭區漁會第十六 
屆理事",為村服務,1
南投縣魚池鄉東光村,6,陳峰璋,2,男,1964,無黨籍及未經政黨推薦,584,0.6509999999999999,1,否,770409062,光武工專畢業,"東光國小家長會長
東光社區總幹事
東光環保義工隊長
東光長青活力站","誠懇待人,凝聚力量!
心繋地方,接續發展!
服務為先,照顧村民!
務實建設,發揚東光!",1
南投縣魚池鄉大雁村,8,陳秋坤,1,男,1970,無黨籍及未經政黨推薦,251,0.5539999999999999,1,否,770409081,"新城國小
魚池國中
埔里高工
國立空中大學
國立暨南國際
大學NPO碩士","陸軍中校退役
台中市城食森林輔導顧問
魚池鄉澀水社區發展協會
總幹事","1.爭取社會福利,積極爭取建設經費。
2.改善維護村里水溝、道路等公共設施。
3.秉持服務熱忱,加強地方建設。
4.推動村里社區產業發展。",1
南投縣魚池鄉大雁村,8,葉建興,2,男,1963,無黨籍及未經政黨推薦,202,0.4459,0,否,770409082,"國立彰化
師院附工","南投縣日月潭區漁會第
九、十、十一屆選任漁
會代表。
93年特生中心授課認證
通過之澀水首期生態解
說員
101年魚池鄉壬辰年祈
安三獻西柱副柱首。","1.誠懇、在地不遠離,村民隨時找得到我。
2.體現全村共識,堅決反對邵族傳統領域的無理劃設
,誓死反抗。
3.積極開展村內茶農紅茶的大陸行銷市場。
4.延續大雁休閒農業區生態解說觀光發展、及農產品
之在地行銷與擴點銷售。",1
南投縣魚池鄉頭社村,11,林承孝,1,男,1971,無黨籍及未經政黨推薦,221,0.3157,0,否,770409111,"頭社國小
明潭國中","1.第14、20屆村長
2.義警小隊長
3.義消中隊副中隊長
4.龍鳳宮兩屆主任委員","1.腳踏實地為民服務。
2.以民為主,關懷弱勢。
3.以行動村長為己任,推動社區關懷。
4.推廣在地農產,支持青農返鄉經營。
5.落實環境保護,推行生態保護。
6.關懷老人,保護幼童。
7.活化社,不定期配合社區醫療接送不便長
者衛生所就醫",1
南投縣魚池鄉頭社村,11,蕭豊潾,2,男,1958,無黨籍及未經政黨推薦,479,0.6842,1,否,770409112,"頭社國小
明潭國中
南投高中
省立體專","魚池鄉農會第十三屆
縣代表
魚池鄉農會第十四屆
理事
頭社村第161718
19屆村長","1.關懷獨居殘人低入
生活起居及申訴服務境遇個別
2.各聚落(住戶)周邊環境綠美化打造舒適優美的居
住環境",1
南投縣國姓鄉石門村,2,許凱翔,1,男,1978,無黨籍及未經政黨推薦,575,0.4559,0,否,770410021,國姓國小東園國小萬華國中惇敍高工,石門村守望相助隊幹事石門社區發展協會理事曾任南投縣警局埔里分局國姓義警,主動探訪關懷貧困弱勢與社區連繫配合，照顧老人族群定期環境消毒推廣在地產業,1
南投縣國姓鄉石門村,2,蔡誌成,2,男,1964,無黨籍及未經政黨推薦,686,0.544,1,否,770410022,國姓國中,三清宮道德堂委員石門社區理事國姓鄉農會第十八屆理事,一、重視基層建設提升災修效率二、關心弱勢族群落實社會福利三、確實用心關懷老人重視婦幼安全四、爭取各項經費努力地方建設,1
南投縣國姓鄉南港村,11,洪永鎮,1,男,1958,無黨籍及未經政黨推薦,594,0.5196000000000001,1,否,770410111,高職畢業,國姓農會第十二、十三、十四屆代表縣農會第十三、十四屆代表縣農會第十四屆理事褒雄宮第十四、十五屆主任委員,①永續在地產業②鎮心專職服務,1
南投縣國姓鄉南港村,11,李水富,2,男,1957,無黨籍及未經政黨推薦,549,0.4803,0,否,770410112,國姓國中畢業,南港村十七屆村長、國姓鄉農會監事、國姓鄉農會理利會小組長、褒雄宮常務監事、褒雄宮主任委員,一、全心全力服務二、竭力爭取經費事、農田水三、落實地方建設四、關懷弱勢家庭五、關注獨居老人,1
南投縣國姓鄉長豐村,13,廖秀文,1,男,1970,無黨籍及未經政黨推薦,369,0.6975,1,否,770410131,長流國小。國姓國中。,長豐社區理事長。國姓鄉農會代表。,爭取老人午餐爭取全村的農路與野溪改善與社區配合，爭取農村再生計畫通過,1
南投縣國姓鄉長豐村,13,葉金嬌,2,女,1959,無黨籍及未經政黨推薦,160,0.3024,0,否,770410132,長流國民小學畢業,長豐社區理事長。國姓鄉農會代表。,一、親力為村民服務，替農民爭取福利二、協助及定期關懷村內獨居，年長及弱勢族群三、修繕不平整之道路，維護村內照明設備四、推動社區發展協會,1
南投縣信義鄉羅娜村,7,伍添福,1,男,1984,無黨籍及未經政黨推薦,496,0.4778,0,否,770412071,"羅娜國小畢
業、同富國
中畢業、陸
軍高中畢業","社區服務及觀光解說
講師、博雋企業公司
主任、陸軍核生化師
資班結業、羅娜國小
70屆家長委員71屆
家長會長、72屆家長
會長、羅娜幼兒園
106.107年度家長會
長、羅娜社區發展協
會第四屆理事委員、
第五屆理事長(現任)
中區公益關懷聯盟駐
地負責人","一、成立部落會議,部落重大議題將提交部落會議討論並通過表
決後方得實施。
二、配合地方幹部運作,增取部落福利及設備設施。
三、妥善運用資源,增加灌用水之水量讓農民不再為水擔憂。
四、提倡並務實族群融合營造有愛部落。
五、協助發展在地農業特色,結合產銷、加工、生態旅遊及觀光
產業提高村民收入.進而改善大環境。",1
南投縣信義鄉羅娜村,7,伍福明,2,男,1976,無黨籍及未經政黨推薦,542,0.5221,1,否,770412072,"羅娜國小畢
業、水里國
中夜間部","羅娜天主堂青年會長
、經建組組長、義警
、兩棲偵察營海龍特
訓58期、谷關麗陽
天威部隊山訓爆破、
國小家長委員、國小
會長、幼兒園會長、
村鄰長、同富國中常
務委員","一、改善水管線問題使村民擁有更好的灌資源。
二、將羅娜打造成有觀光藝術的村莊。
三、做好環境及道路清潔的領導者。
四、動布農文化傳承布農文化,使全國的部落擴出去。
五、推動部落打造運動村使部落幼到老都有運動的風氣。
六、全心全意擔任村長位。",1
南投縣信義鄉豐丘村,14,全福盛,1,男,1959,無黨籍及未經政黨推薦,299,0.6229,1,否,770412141,"信義國中
水里高職補校
肆業","現任豐丘社區沙利棟水會
主委、信義農會二屆農會
代表豐丘4任社區理事豐丘
國小家長會會長、豐丘守
望相助隊","一、群族融合共創繁榮不分藍綠以耀進橋粱認真用心,均衡發展,為村民服務。
二、極力爭取行政資源為地方基礎建設,整修改善農田灌水道,蓄水池民生簡易自來水
增設過濾池,老舊農路改善,加強提防整治修繕及公墓綠美化。
三、爭取村民福利權益老人長照假牙補助,土地權益產銷班老人日記家政班應有權益。
四、争取地方產業觀光就業結合公所、勞動部、發展經費增加本村青年技能認証工作機會
五、爭取推動地方產業行銷觀光結合,因人力不足適度開放合法外勞協助農事。
六、爭取推動社區美化及人文建設提高村民生活品質。用心認真只要對的事為鄉民爭取
福利,並關心弱勢團體。",1
南投縣信義鄉豐丘村,14,王啟東,2,男,1954,無黨籍及未經政黨推薦,181,0.377,0,否,770412142,"文化大學
勞工研究
所畢業。","一、北區郵政管理局
佐管理
二、公路總局北區監理所
工務員
三、台灣省政府勞工處
檢查員
四、行政院勞工委員會
技士技正視察科長","一、改善本村簡易自來水有關設施,使家户用水供給不虞乏,並定期檢測飲用水之水質,
確保飲用水之品質。
二、定期疏溶及維護本村灌溉用水之相關設施,建立用水原則,確保農田之充分灌溉。
三、改善及維護本村交通及產業道路,確保農產品之運輸及村民住行之安全。
四、爭取經費定期打掃清潔本村道路及周邊環境,並剪除雜草及綠美化本村環境。
五、爭取經費建設本村豐丘廣場成為具有特色之觀光聚落,帶動及繁榮本村經濟。
六、爭取經費建設本村成為具有布農族文化特色之原住民村落。
七、爭取經費建設並擴充本村社區活動中心設施,使村民有一休閒聚會之場所。
八、發起捐助與建本村福興宮地公廟之遮雨棚,方便村民辦理各項祭祀活動。
九、督促辦理葡萄季及梅花季等有關活動,能有效推廣本村葡萄等優势農特產品。
、定期辦理村民共餐及各項休閒教育性活動,增加村民聚會聯誼及相關知能。
十一、落實老人、小孩及弱勢村民之照護及各項社區化友善關懷服務。
十二、促進族群合作,服務不分族群,定期整村民意見及解決相關問題。",1
高雄市鹽埕區新樂里,7,黃中洋,1,男,1949,無黨籍及未經政黨推薦,297,0.4805,0,否,760001071,逢甲大學畢業,鹽埕區公所調解委員鹽埕區後備軍人輔導中心主任鹽埕區體育會常務理事鹽埕區民眾服務社理事陸軍政戰連輔導長,一、促進新樂里里內繁榮商圈。二、注重新樂里內環境衛生。三、關懷新樂里內獨居老人生活。四、協助新樂里內身障弱勢家庭。五、加強新樂里內治安巡守工作。六、解決新樂里里民各種困難事務。七、爭取新樂里內各項大小工程建設。,1
高雄市鹽埕區新樂里,7,廖明烈,2,男,1960,民主進步黨,321,0.5194,1,否,760001072,高中肄業,鹽埕埔文化協會理事長鹽埕區五福四路派出所民防分隊長創美舞團負責人,一、行銷新樂里：文化、藝術、文創進駐-----推動、規劃各個商店特色，文化、藝術、文創的進駐，設計好整個里內的地圖，讓更多人瞭解新樂里，也更明確、更快的看圖找商家（設計地圖標誌），將來放在進入里內的入口處。二、美化、改造環境成觀光新亮點（打卡新地標）-----改造里內環境，美化潔淨，路面破損整頓，要讓新樂里蛻變成全新的樣貌，吸引更多年輕族群、外國觀光客及外來客前來欣賞與參觀，再創新樂里商機。三、里內安居樂業，保障生命財產安全-----現有監視器的保養或增設，也規劃重要巷口裝置，全盤規劃黑暗死角巷內照明燈的增設，配合社區巡守隊，發揮守望相助，並積極爭取滅火器設備！以保障里民生命財產安全。四、守護每一位里民的健康，配合規律運動-----主動關心，更守護里內資深長者，讓更多人受惠，並爭取老人福利及創世基金長照2.0的輔具資源，獨居老人、中低收入戶的照護，定期舉辦中老年健康活動並守護關心里民，確保生活無慮。同時定期清潔、噴灑消毒，以減少蚊蟲，杜絕登革熱疫情。服務團隊，專業人員，我們準備好了！！！！創美舞團-----舞力全開-----開跑！！！！！！,1
高雄市鼓山區興宗里,24,許嘉紘,1,女,1957,無黨籍及未經政黨推薦,558,0.5849,1,否,760002241,私立大仁藥學專科學校、藥學科畢,現任高雄市政府顧問消費者保護協會發起人鼓山警友站第1屆站長鼓山派出所志工隊第1屆隊長,一、全力監督鼓山二路79巷與83巷擋土牆工程。二、全力監督輕軌沿線89房屋居住權。三、全力監督興宗里第二座綠地公園開闢工程。四、全力監督萬壽山擋土牆重建工程。五、全力監督興宗里公車候車亭工程。六、持續辦理「鼓山第一座老人共餐食堂」。七、升級社區寶貝學堂，讓大家活到老學到老。八、重視社區登革熱與蚊蟲整潔定期清潔整理。九、爭取全里所有路燈照明設備更新。十、延續永峰與孟凡里長的政見，感謝各位一直以來的支持。,1
高雄市鼓山區興宗里,24,馬冠溢,2,男,1961,無黨籍及未經政黨推薦,396,0.415,0,否,760002242,壽山國中,鳳林觀音慈愛會常務理事理事會務委員忠毅新城管理委員會主任委員中台興化學工業股份有限公司業務副主任,在地子弟土生土長，希望永留興宗為民服務，永續發展，推動未來的各項老人共餐、巡守隊、健康檢查，未來心想在興宗成立慈善團體，照顧弱勢里民，（如急難救助、老人生活津貼、低收入戶、中低收入戶、殘障生活津貼、單親補助，讓我的興宗變得更溫馨，更有人情味，美化綠化興宗各項環境設施）。,1
高雄市左營區埤東里,27,邱玉美,1,女,1953,中國國民黨,346,0.4964,0,否,760003271,高雄市立空中大學法政學系法律組畢業,高雄市議員李眉蓁服務處主任中國國民黨第十六、十七、十八、十九、二十屆全國黨代表左營區婦女仁愛會會長,1、成立社區巡守隊，落實守護里民安全。2、增設監視器，加強里內治安維護。3、爭取里內巷弄照明設備。4、結合醫療機構，定期舉辦醫療講座。5、成立長輩共餐服務，拉近長輩之間情誼。6、配合議員服務處，提供免費法律諮詢服務。7、社區公園化，將里內閒置之空間美化綠化，並增設休閒運動器材。,1
高雄市左營區埤東里,27,鄒秀華,2,女,1958,無黨籍及未經政黨推薦,351,0.5035000000000001,1,否,760003272,台灣省立高雄高級商業職業學校文書事務科畢業。,現任：高雄市左營區埤東社區發展協會理事長。,一、協助里民申請各類社會福利暨急難救助。二、積極爭取里內各項基礎建設、營造安全舒適之社區環境。三、加強水溝疏浚、清淤、消毒改善衛生增進排水功能、巡檢巷道路燈照明。四、結合醫療團隊定期到社區為里民健康把關。結合社區資源持續關懷弱勢族群。五、結合中央及地方民意代表，適時協助里民爭取各項救濟補償請求。,1
高雄市楠梓區享平里,4,魏安聰,1,男,1953,無黨籍及未經政黨推薦,887,0.4511,0,否,760004041,省立岡山農工職業學校畢業,楠梓天后宮、代天府管理委員會委員。楠梓東門王爺廟重建委員。楠梓空污河川巡守隊志工。輔導會液供處服務。,1.里民的意見，不分黨派，就是本人服務目標。2.爭取里內建設，維護社區環境，提高生活品質。3.照顧長輩及弱勢族群，使其生活無憂。4.加強里內巡守，維護里內安全。5.專職服務，做好里長職責，創造享平里的美好將來。,1
高雄市楠梓區享平里,4,陳顯能,2,男,1964,無黨籍及未經政黨推薦,1079,0.5488000000000001,1,否,760004042,楠梓國小、前金國中、省岡農工、高雄工專土木科、義守大學企業管理系,德春營造公司、高雄市路竹地政事務所測量助理、財政部國有財產署南區分署清查員、楠梓電子公司組長、李雅惠地政士事務所助理、楠梓天后宮代天府管理委員會委員,1.法律諮詢調解、里民福利協辦。2.推動里內長照、照顧弱勢族群。3.成立志工團體、協助社區發展。4.爭取政府資源、創造里民福利。5.協助環境改造、美化公園街道。6.推動E化服務、服務里民更Easy。7.加強里內巡守、協助治安維護。8.推動地方特色、增加就業機會。,1
高雄市楠梓區大昌里,20,尤洧晶,1,女,1976,無黨籍及未經政黨推薦,753,0.4851,0,否,760004201,國立曾文職業農工學校畢,光武國小家長會副會長民族國中家長會顧問周文王慈善協會常務監事高雄市政府三民第二分局覺民所志工分隊長國際青年商會高雄女分會2018會長,一、安裝感應式照明，並加強巡守人員之配備與組訓。二、杜絕傳染病媒蚊的孳生，讓大昌里巷弄整潔又乾淨，家家健康無虞。三、成立社區學苑，開辦進修課程及插花烹飪教室。四、經常性舉辦社區知性旅遊及親子同樂會，促進家庭與社區熱絡活動。五、充實里民活動場所設施，提供里民舒適活動的休憩空間。六、重視獨居與失能老人居家服務。七、65歲以上長者及行動不便里民，一通電話，服務到家。八、設置里民公佈看板及生活交流網站，讓里內資訊充分流通。,1
