地區,村里碼,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任,編碼,學歷,經歷,政見,unique
新北市土城區員信里,37,杜林秀英,2,女,1956,無黨籍及未經政黨推薦,1610,0.7222,1,否,720013372,㆔峽大成國小畢業,㈯城區員信里辦公處服務志工㈯城區員信里環保志工㈯城區員信里巡守隊員,1.加強里內、巷道乾淨、綠化美化、㈾源回收、低碳生活以及公廁清潔維護。2.推動護幼、敬老、㆗低收弱勢之照護工作。3.積極參加公務機關團體辦理各㊠評鑑考核及參訪工作、爭取本里榮譽。4.大街小巷整體規劃改造、促進㈳區繁榮、建立和樂舒㊜家園。5.本著服務照顧鄉里之精神、全力以赴、讓里民感受到熱誠、溫暖、㆒家親的感覺。,1
新北市土城區學士里,42,黃志騰,1,男,1959,無黨籍及未經政黨推薦,1183,0.4713000000000001,0,否,720013421,高商畢業,新北市彰化同鄉總會㈼事㈯城區第㈤屆彰化同鄉會常務理事新北市㈯城口才訓練㈿進會理事,1整合環保志工，維持里內環境清潔衛生的品質2成立里巡守隊及㈾源回收站，加強㊰歸婦㊛的安全3定期消毒及疏通排㈬溝、預防登革熱、杜絕蚊蟲滋生4不定期舉辦研習活動、加強里民及親子間感情5爭取經費建設㈻士里成為㆒個㈵色模範里6加強爭取老㆟共餐等各㊠福利7配合政府政令宣導與建立里民溝通橋樑8關懷獨居老㆟、㆗低收入戶做好急難救助,1
新北市土城區學士里,42,黃榮葵,2,女,1966,中國國民黨,1327,0.5286,1,否,720013422,醒吾科技大㈻碩士國立臺㆗商專省立苗栗高商,新北市黨部考核紀律委員。㈩㈨全國黨㈹表。㈻士里常委。臺灣首位獲得國際獅子會世界總會長授獎㆟。工商婦㊛會會長。新北市公寓大廈暨㈳區服務㈿會理事長。維琳獅子會會長。華岡藝校家長會會長。,1.擴大服務里民。2.爭取㈳會福利。3.重整巡守團隊。4.建立廉能效率。5.藝文戲曲發揚。6.美化市容街景。7.整合志工㈾源。8.疏濬排㈬工程。9.加強㈳區㈼視。10.消除治安死角。11.關懷弱勢族群。12.重視㊛性成長。13.推動親子活動。14.深耕兒童教育。15.推動兩性平權。16.老㆟福利照料。17.新住民之照護。18.爭取建設經費。19.爭取基層建設。20.２４小時服務,1
新北市五股區德泰里,13,林永賢,1,男,1958,無黨籍及未經政黨推薦,1562,0.6297999999999999,1,否,720015131,景文高級職業學校,廣翔貿易經理明賢企業總經理,1.定期實施里內環境清潔消毒及水溝清疏2.增設德泰公園兒童遊憩設施3.增設德泰公園運動步道4.爭取德泰里增設U-BIKE5.爭取德泰里整合綠美化6.爭取成泰路一段二巷河堤彩繪美化7.爭取台電電纜地下化設置,1
新北市五股區德泰里,13,黃耀德,2,男,1957,無黨籍及未經政黨推薦,918,0.3701,0,否,720015132,雲林縣四湖鄉三崙國小雲林縣四湖國中畢業,＊新北市議員賴秋媚五股服務處主任＊新北市福德公益促進會理事長＊新北市德泰愛心協會理事長＊新北市五股區長青會理事＊民進黨第17、18屆全國黨代表＊民進黨新北市第4屆黨員代表＊民進黨新北市黨部五股區區主任＊雲林同鄉會五股分會常務委員,﹝認真、用心、實在做﹞◎耀德當選不分黨派、用心服務里民。◎爭取德泰里汽機車停車位，方便里民停車。◎協助單親家庭及弱勢族群，申請補助、爭取福利。◎爭取德泰里台電電纜地下化、讓社區更美觀更整潔。◎關懷里內長者，定期舉辦里內長者共餐。◎每年分發德泰里優秀學生獎學金。◎定期清理里內水溝、髒亂處，避免蚊蟲滋生。◎每日巡視里內巷弄環境，維護里內清潔。◎配合市議員爭取德泰里各項建設。◎耀德說到、做到、請里民給耀德服務機會。,1
新北市坪林區粗窟里,1,李志忠,1,男,1970,無黨籍及未經政黨推薦,359,0.5932999999999999,1,否,720020011,㆒、新北市坪林國民㆗㈻畢業。,㆒、新北市坪林區農會小組長。㆓、新北市坪林區生態㈿會理事長。,1.配合區公所宣導政令以維里民權益。2.推廣文山包種茶增加農民收益。3.配合區公所促進本里觀光，改善生活環境，提高生活品質。4.㈿助區公所爭取建設經費做好里內道路維護及排㈬設施保障居民生命㈶產安全。5.爭取老㆟及幼兒福利。,1
新北市坪林區粗窟里,1,蕭泰隆,2,男,1959,無黨籍及未經政黨推薦,246,0.4066,0,否,720020012,國㆗。,第㈩㆕屆村長。,爭取㆖級經費為里民建設。,1
新北市三芝區店子里,12,戴文福,1,男,1952,無黨籍及未經政黨推薦,322,0.7853,1,否,720021121,餉潭國小,店子里巡水隊隊長12年。,一、菛以高度熱忱服務里民。二、菛妥善維護里內簡易自來水系統。三、菛加強里民聯誼、辦理活動、凝聚里民團結意識。四、菛積極爭取建設經費建設里內道路平整等。,1
新北市三芝區店子里,12,盧俊生,2,男,1952,無黨籍及未經政黨推薦,88,0.2146,0,否,720021122,輔仁大學法學士,高等考試及格。政治大學公務人員法制碩士班結業。軍管區後幹班結訓。童子軍國家訓練營木章訓練結業。臺灣企銀總行辦事員。臺北縣政府教育局課員。蘆洲鄉公所民政課長。國民大會專員、科長、專門委員、秘書；法規專案小組、復審會執行秘書。後備軍人輔導員。調解委員。,一、菛引入臺灣自來水公司供水系統；管理好簡易自來水、停水或輪流供水應事先預告；協助飲用溪水、泉水、井水家戶水質檢測；多種方法解決民生用水問題。二、菛協助被劃入國家公園里民，能合理使用私有土地及整建建築物；該地區至巴拉卡公路，車輛容易落溝與視線不良影響公共安全路段，協調陽管處設置防備設施。三、菛爭取大屯溪生態工法公園早日復工，對外早日重新開放，提供民眾休閒遊憩。四、菛爭取大屯溪、菜公坑溪及其支流野溪之有效整治，減少土石流管制區之範圍面積。五、菛加強里內巷道路面坑洞修補，路燈照明損壞修復，保障大眾交通安全。六、菛維護本里好山好水自然生態，成為最適合居住的地方，以吸引都會區就業之優秀青壯年子弟回來設籍定居，幫助繁榮發展。七、菛舉辦老農耕作技術示範觀摩，將經驗傳承年青一代，防止農耕技藝失傳。八、菛成立複式童軍團，發揮日行一善精神。服務鄰里弱勢、婦孺鄉親。九、菛以本身專長及行政經驗，多去瞭解里民心願，努力做好每一件事；是里長權責，絕不推諉。,1
新北市貢寮區貢寮里,1,楊張翠華,1,女,1950,無黨籍及未經政黨推薦,366,0.6777,1,否,720026011,貢寮國民小學,1.貢寮社區發展協會理事。2.貢寮温心志工。,1.熱心為民服務。2.興建貢寮區行政大樓。3.增設公園景觀路燈。,1
新北市貢寮區貢寮里,1,林重治,2,男,1943,無黨籍及未經政黨推薦,174,0.3222,0,否,720026012,貢寮國民小學畢業,1.貢寮鄉民代表會代表二屆。2.貢寮村村長二屆。,一、促進務實常年村里民大會，議決興革事項，落實地方自治，實行民主政治。二、建議研發多元化電源政策，利用三貂角潮流天然動力發電，以替代核四，停建廢核，替代能源。三、建議重新檢討改善，台二丙線25K+500福德廟段，符合交通限速40公里以上交通安全。四、爭取台二丙線比照台二線濱海公路，建造候車亭。五、極力爭取村里建設，嘉惠社會福利。六、建議美化改善河溪整治，配合觀光發展。,1
新北市貢寮區龍崗里,3,黃朝銘,1,男,1969,無黨籍及未經政黨推薦,219,0.5951,1,否,720026031,新北市立瑞芳高級工業職業校,一、新北市議員林裔綺服務處主任。二、新北市敦仁文化協會理事長。學三、新北市貢寮區調解委員會委員。四、前貢寮鄉十七、十八屆鄉民代表。五、鄉土情餐廳負責人。,爭取老人福利―安養照護就醫幼兒福利―托育養護津貼交通便利―區域交通網絡建構綠能產業―重視大嶺古道精緻農業―活絡小農經濟區域聯防―通報迅捷即時落實基礎建設―平整道路水溝生態復育―發展農村觀光河川整治―戲水生態共生區域發展―結合鄰里共榮結合議員、市府共同打拼，與公所、鄰里同心，打造樂活龍崗里。一通電話服務到家，一句交待全力以赴。,1
新北市貢寮區龍崗里,3,林中志,2,男,1951,無黨籍及未經政黨推薦,149,0.4048,0,否,720026032,空中大學行政專科畢業,台灣電力公司員工,一、積極爭取經費投入農村再生計畫，美化社區環境，建構最優質的居住社區。二、定期實施社區環境清潔、消毒作業，以維護里民生活品質。三、積極爭取建設經費，改善道路設施及河川整治。,1
新北市金山區磺港里,4,許明熙,1,男,1975,無黨籍及未經政黨推薦,699,0.5948,1,否,720027041,金山國中。,三和國小家長會顧問。金山義消分隊顧問。金山朝天宮顧問。金山國小家長會顧問。磺港承天宮委員。磺港社區發展協會理事。新北市愛勳在關懷協會理事。新北市扶持弱勢公益協會理事。,一.推菛倡里民福利：1.重菛視獨居與失能老人居家服務。2.結菛合社會資源積極關懷里內弱勢長者。3.爭菛取公園綠地及活用里民活動中心。二.美菛化環境及衛生環保1.定菛期公共設施與社區環境清潔維護。2.發菛動環保志工進行資源回收。三.推菛動社區觀光1.結菛合觀光推動磺港三處公共溫泉及水質改善。,1
新北市金山區磺港里,4,王炳煌,2,男,1960,無黨籍及未經政黨推薦,476,0.4051,0,否,720027042,金山國中。,承天宮顧問。金山鄉民代表會第十八屆副主席。金山鄉民代表會第十六、十七、十八屆代表。金山區漁會第十屆漁民代表。,1.菛配合政府實施老人長照計劃。2.設菛立關懷據點與老人共餐。3.結菛合社區實行村里發展及服務。4.成菛立志工團隊及巡守隊，為社里服務。5.配菛合漁會推廣現撈漁貨產品。,1
新北市金山區西湖里,13,賴聰明,1,男,1952,無黨籍及未經政黨推薦,82,0.5616,1,否,720027131,國小畢。,新北市金山區中角國小家長會長。金山分局中角派出所民防隊員。金山區兩西社區理事。現任金山區兩西社區常務監事。,1.菛以鄉親民意為依歸，充分反映民意。2.認菛真實在做好服務工作。3.配菛合政府各項施政，積極爭取里內各項建設。,1
新北市金山區西湖里,13,吳水朝,2,男,1965,無黨籍及未經政黨推薦,64,0.4383,0,否,720027132,金山國中畢業。,竣泰企業有限公司。駿發有限公司。勤旺五金行。,一、24小時服務，隨傳隨到。二、主動關懷老人、弱勢、並提供協助及服務。三、爭取更多經費造福本里里民。四、里民的寶貴意見，就是本人服務目標。五、整頓本里環境清潔，美化視覺空間。六、用感恩的心回饋鄉里，熱情的態度服務里民。,1
新北市萬里區中幅里,9,何寶環,1,女,1963,無黨籍及未經政黨推薦,341,0.5112,1,否,720028091,"新北市萬里區
萬里國民小學
(畢)
基隆市安樂區
安樂國民中學","曾擔任中幅社區
發展協會第四屆
及第五屆社區理
事長
現任行政院農業
委員會水土保持
局土石流防災專
員及環境保護局
志仁
現任金山地區農
會會員代表","1.關懷照顧老人及勢族群。
2.关化甲內環境,落實環保政策。
3.定期舉辦睦互助及藝文活動。
4.落實甲回饋金之使用,透明公開化。
5.搭募本里學有專長之義工,建立人力庫。
6.傾聽甲民心,懷民所需。
7.定期做好衛下水與水满清除消毒,杜絕染病媒蚊。",1
新北市萬里區中幅里,9,謝嘉陽,2,男,1968,無黨籍及未經政黨推薦,326,0.4887,0,否,720028092,萬里國中,"中幅社區發展協
會監事。忠福
委員。發頭福德
宮主任委員。萬
甲太子會主任秀
員。","一、爭取經費广設監视系統以防宵小,保障里民生命财产安全。
二、關心老人弱勢族群,助各項補助辦理。
三、協調整合里、社區、廟宇資源力量,共創中幅新氣象。
四、為中幅注入新血,鼓勵中新生代投入社區、宇各項活動。
五、調爭职里溪叶步道延等建設,增加民眾動健身空問。
六、保持里內道路平整暢通(即損即修)。
七、落燈災苦高警戒區的防範與宜導。",1
臺南市新營區埤寮里,12,林枝安,1,男,1952,無黨籍及未經政黨推薦,822,0.7689,1,否,750001121,1.新進國小畢業2.嘉義水上初中畢業3.育德工商職業學校畢業,1.新營市第三、七、八屆市民代表2.新營市第五屆調解委員3.陳慶泰議員競選團隊4.顏炎釧競選團隊5.現在埤寮里伽藍廟委員6.現任埤寮里社區發展協會理事長。,1.為里民喉舌，服務為先。2.向上級單位爭取經費，福利造福里民。3.加強排水、雜草之消除，預防水患蚊蟲發生，減少里民財務之損失。4.找尋社會文化發展天鵝湖觀光價值，結合社區宗教、農業文化創造新商機，乎咱庄頭有新風貌。,1
